#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
W_L_1229942;http://en.wikipedia.org/wiki/Al-Basasiri;;http://de.wikipedia.org/wiki/Al-Basasiri;;;;;;;;;;;x
W_L_3079;http://en.wikipedia.org/wiki/Aq_Sunqur_al-Hajib;http://fr.wikipedia.org/wiki/Aq_Sunqur_al-Hajib;http://de.wikipedia.org/wiki/Aq_Sunqur_al-Hadschib;;;;;;;;;;;x
W_L_163100;http://en.wikipedia.org/wiki/Muhammad_ibn_Tahir;;;;;;;;;;;;;x
W_L_163157;http://en.wikipedia.org/wiki/Isma%27il_ibn_Ahmad;http://fr.wikipedia.org/wiki/Isma%C3%AFl_Ier_(Samanides);;;;;;;;;;;;x
W_L_163159;http://en.wikipedia.org/wiki/Tahir_ibn_Abdallah;;;;;;;;;;;;;x
W_L_163160;http://en.wikipedia.org/wiki/Ubaydallah_ibn_Abdallah_ibn_Tahir;;;;;;;;;;;;;x
W_L_163161;http://en.wikipedia.org/wiki/Sulayman_ibn_Abdallah_ibn_Tahir;;;;;;;;;;;;;x
W_L_163162;http://en.wikipedia.org/wiki/Muhammad_ibn_Abdallah_ibn_Tahir;;;;;;;;;;;;;x
W_L_163164;http://en.wikipedia.org/wiki/Amr_ibn_al-Layth;http://fr.wikipedia.org/wiki/Amr_Ier_(Saffarides);;;;;;;;;;;;x
W_L_1231062;http://en.wikipedia.org/wiki/Imad_al-Dawla;http://fr.wikipedia.org/wiki/Imad_ad-Dawla_Ali;;;;;;;;;;;;x
W_L_1231063;http://en.wikipedia.org/wiki/Rukn_al-Dawla;http://fr.wikipedia.org/wiki/Rukn_ad-Dawla;;;;;;;;;;;;x
W_L_1231064;http://en.wikipedia.org/wiki/Mu%27izz_al-Dawla;http://fr.wikipedia.org/wiki/Muizz_ad-Dawla_Ahmad;;;;;;;;;;;;x
W_L_1231065;http://en.wikipedia.org/wiki/%27Adud_al-Dawla;http://fr.wikipedia.org/wiki/Adhud_ad-Dawla_Fanna_Khusraw;http://de.wikipedia.org/wiki/Adud_ad-Daula;;http://es.wikipedia.org/wiki/Adud_al-Dawla;;;;;;;;;x
W_L_1231070;http://en.wikipedia.org/wiki/Samsam_al-Dawla;http://fr.wikipedia.org/wiki/Samsam_ad-Dawla_Marzuban;;;;;;;;;;;;x
W_L_1231071;http://en.wikipedia.org/wiki/Sharaf_al-Dawla;http://fr.wikipedia.org/wiki/Charaf_ad-Dawla_Chirzil;;;;;;;;;;;;x
W_L_1231072;http://en.wikipedia.org/wiki/Baha%27_al-Dawla;http://fr.wikipedia.org/wiki/Baha%27_ad-Dawla_Firuz;;;;;;;;;;;;x
W_L_1231073;http://en.wikipedia.org/wiki/Sultan_al-Dawla;http://fr.wikipedia.org/wiki/Sultan_ad-Dawla;;;;;;;;;;;;x
W_L_1231074;http://en.wikipedia.org/wiki/Jalal_al-Dawla;http://fr.wikipedia.org/wiki/Jalal_ad-Dawla_Chirzil;;;;;;;;;;;;x
W_L_1231078;http://en.wikipedia.org/wiki/Abu_Kalijar;http://fr.wikipedia.org/wiki/Abu_Kalijar;;;;;;;;;;;;x
W_L_1231079;http://en.wikipedia.org/wiki/Al-Malik_al-Rahim;http://fr.wikipedia.org/wiki/Al-Malik_ar-Rahim_Khusraw_Firuz;;;;;;;;;;;;x
W_L_1231080;http://en.wikipedia.org/wiki/Abu_Mansur_Fulad_Sutun;;;;;;;;;;;;;x
W_L_1231083;http://en.wikipedia.org/wiki/Abu_Sa%27d_Khusrau_Shah;;;;;;;;;;;;;x
W_L_1231099;http://en.wikipedia.org/wiki/Abu_Ali_Fana-Khusrau;;;;;;;;;;;;;x
W_L_34017;http://en.wikipedia.org/wiki/Al-Muwaffaq;http://fr.wikipedia.org/wiki/Al-Muwaffaq;http://de.wikipedia.org/wiki/Al-Muwaffaq_(Abbaside);;;;;;;;;;;x
W_L_163131;http://en.wikipedia.org/wiki/Bugha_al-Kabir;http://fr.wikipedia.org/wiki/Bugha_al-Kabir;;;;;;;;;;;;x
W_L_163132;http://en.wikipedia.org/wiki/Musa_ibn_Bugha_al-Kabir;;;;;;;;;;;;;x
W_L_1230248;http://en.wikipedia.org/wiki/Bugha_al-Sharabi;;;;;;;;;;;;;x
W_L_1230768;http://en.wikipedia.org/wiki/Abi%27l-Saj_Devdad;;;;;;;;;;;;;x
W_L_1230590;http://en.wikipedia.org/wiki/Muhammad_ibn_Abi%27l-Saj;http://fr.wikipedia.org/wiki/Muhammad_Ibn_Abi%27l-Saj;;;;;;;;;;;;x
W_L_1230591;http://en.wikipedia.org/wiki/Yusuf_ibn_Abi%27l-Saj;http://fr.wikipedia.org/wiki/Yusuf_Ibn_Abi%27l-Saj;;;;;;;;;;;;x
W_L_1230364;http://en.wikipedia.org/wiki/Sahib_Husain_Mikali;;;;;;;;;;;;;x
W_L_1230365;http://en.wikipedia.org/wiki/Al-Kunduri;;;;;;;;;;;;;x
W_L_73812;http://en.wikipedia.org/wiki/Musa_ibn_Musa_ibn_Qasi;http://fr.wikipedia.org/wiki/Musa_ibn_Musa;;;;;;;;;;;;x
W_L_73815;http://en.wikipedia.org/wiki/Muhammad_ibn_Lubb;;;;;;;;;;;;;x
W_L_1234931;http://en.wikipedia.org/wiki/Wasif_al-Turki;;;;;;;;;;;;;x
W_L_1236289;http://en.wikipedia.org/wiki/Muhammad_ibn_Wasil;;;;;;;;;;;;;x
W_L_1234936;http://en.wikipedia.org/wiki/Al-Fath_ibn_Khaqan;;;;;;;;;;;;;x
W_L_1234937;http://en.wikipedia.org/wiki/Muzahim_ibn_Khaqan;;;;;;;;;;;;;x
W_L_1234938;http://en.wikipedia.org/wiki/Ahmad_ibn_Muzahim_ibn_Khaqan;;;;;;;;;;;;;x
W_L_1234939;http://en.wikipedia.org/wiki/Azjur_al-Turki;;;;;;;;;;;;;x
W_L_1235925;http://en.wikipedia.org/wiki/Abu'l-Hasan_Ahmad_ibn_Muhammad_ibn_Abdallah_ibn_al-Mudabbir;;;;;;;;;;;;;x
W_L_1235926;http://en.wikipedia.org/wiki/Ibrahim_ibn_al-Mudabbir;;;;;;;;;;;;;x
W_L_1230509;http://en.wikipedia.org/wiki/Muhammad_ibn_Ishaq_ibn_Ibrahim;;;;;;;;;;;;;x
W_L_1230528;http://en.wikipedia.org/wiki/Abdallah_ibn_Ishaq_ibn_Ibrahim;;;;;;;;;;;;;x
W_L_1230526;http://en.wikipedia.org/wiki/Ishaq_ibn_Ibrahim_al-Mus%27abi;;;;;;;;;;;;;x
W_L_1230666;http://en.wikipedia.org/wiki/%27Ali_ibn_al-Husayn_ibn_Quraysh;;;;;;;;;;;;;x
W_L_1234946;http://en.wikipedia.org/wiki/Abdallah_ibn_al-Mu%27tazz;http://fr.wikipedia.org/wiki/Abdullah_ibn_al-Mu%27tazz;;;;;;;;;;;;x
W_L_146076;http://en.wikipedia.org/wiki/Khalid_ibn_Yazid_al-Shaybani;;;;;;;;;;;;;x
W_L_146077;http://en.wikipedia.org/wiki/Muhammad_ibn_Khalid;;;;;;;;;;;;;x
W_L_159733;http://en.wikipedia.org/wiki/Khalid_ibn_Yazid_al-Shaybani;;;;;;;;;;;;;x
W_L_159732;http://en.wikipedia.org/wiki/Isa_ibn_al-Shaykh_al-Shaybani;;;;;;;;;;;;;x
W_L_194325;http://en.wikipedia.org/wiki/Abaoji;http://fr.wikipedia.org/wiki/Liao_Taizu;http://de.wikipedia.org/wiki/Liao_Taizu;;http://es.wikipedia.org/wiki/A_Bao_Ji;;;;;;;;;x
W_L_194326;http://en.wikipedia.org/wiki/Emperor_Taizong_of_Liao;http://fr.wikipedia.org/wiki/Liao_Taizong;;;;;;;;;;;;x
